,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,
8195,ORUHAM_clean,2.87609,2.41776,2.86704,1.83376,0,0,0,0,0.3338,0.18203,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8196,ORUKET_clean,11.72853,7.7572,11.72853,0.760878,1856.28,2439.65,0,0,0.6772,0.890024,0,Mg,Yes,Mg,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8198,ORULEU_clean,5.09262,3.5697,5.08241,1.45149,909.467,626.575,0,0,0.458,0.315538,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8202,OSAXAI_clean,4.39347,3.53304,4.39347,1.30634,641.01,490.691,0,0,0.4368,0.334369,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8204,OSIKIL_clean,8.13936,7.62995,8.13936,1.21532,2049.41,1686.32,0,0,0.6656,0.547676,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8208,OSIVIX_clean,4.57727,3.19519,4.54992,1.53191,0,0,868.028,566.633,0.5264,0.343624,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8209,OSIWOD01_clean,4.59958,4.04006,4.59958,1.98323,417.822,210.678,0,0,0.4506,0.227205,0,Ag,Yes,Ag,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8210,OSIWUJ_clean,4.71118,4.05137,4.70087,1.96063,444.374,226.648,0,0,0.4546,0.231864,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8211,OSIXEU_clean,4.48519,3.90629,4.42091,1.97236,391.928,198.71,0,0,0.4512,0.228762,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8212,OSIXIY_clean,4.45544,3.93912,4.44865,1.99203,383.618,192.577,0,0,0.4342,0.217969,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8214,OSOTIB_clean,11.1654,5.76413,11.16529,0.768695,2412.13,3137.96,0,0,0.7286,0.947841,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8215,OSOTUN_clean,6.5088,4.06646,6.48701,1.06518,1477.94,1387.5,25.9444,24.3569,0.587,0.551081,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8217,OSUGUG_clean,5.24214,3.30982,5.22706,0.971684,0,0,1204.26,1239.35,0.5744,0.591138,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8218,OSUPAV_clean,5.27032,2.75362,5.26586,2.20744,0,0,849.458,384.816,0.4914,0.222611,0,Gd,Yes,Gd,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8219,OSUPEZ_clean,5.26475,2.83816,5.21688,2.33176,0,0,788.441,338.131,0.484,0.207569,0,Dy,Yes,Dy,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8220,OSUPID_clean,5.2769,2.58539,5.23398,1.84474,0,0,943.16,511.271,0.53,0.287304,0,Er,Yes,Er,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8221,OSUPOJ_clean,5.23504,2.7633,5.23504,1.85152,0,0,990.884,535.173,0.5186,0.280094,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8222,OSUPUP_clean,5.16395,2.81998,5.16095,1.88876,0,0,985.835,521.948,0.5248,0.277854,0,Tb,Yes,Tb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8225,OSUVIJ_clean,5.66016,4.49241,5.58709,1.27175,1400.18,1100.98,0,0,0.5626,0.442381,0,"Si,U",Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8227,OSUWEF_clean,5.4068,4.18826,5.4054,1.41887,599.478,422.503,0,0,0.4032,0.28417,0,"Na,Zn",Yes,Na,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8228,OTABES_clean,7.63161,5.91717,6.56997,0.849248,2347.96,2764.75,0,0,0.6812,0.802122,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8229,OTALUS_clean,12.67704,9.31362,12.67704,0.655199,1619.49,2471.76,0,0,0.7266,1.10898,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8230,OTAQAD_clean,7.25379,5.92825,6.48374,0.846977,2257.66,2665.55,0,0,0.6554,0.773811,0,Ga,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8231,OTARIL_clean,5.68831,3.91305,5.17831,1.17083,858.247,733.024,0,0,0.5108,0.436271,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8234,OTARUX_clean,2.79538,2.7264,2.79538,1.99202,0,0,0,0,0.289,0.145079,0,Ag,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8232,OTARUX01_clean,2.7342,2.6786,2.7342,1.98479,0,0,0,0,0.288,0.145103,0,Ag,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8233,OTARUX02_clean,2.7982,2.75134,2.78773,1.97836,0,0,0,0,0.2876,0.145373,0,Ag,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8235,OTATOT_clean,5.58723,4.86765,5.58723,1.11303,1703.16,1530.2,0,0,0.5774,0.518764,0,Tb,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8236,OTAVAH_clean,5.59343,4.88116,5.59343,1.10464,1681.99,1522.66,0,0,0.5666,0.512927,0,Gd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8237,OTAVOV_clean,5.7034,4.97261,5.54406,1.0469,1728.96,1651.5,0,0,0.5858,0.559554,0,La,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8238,OTAVUB_clean,5.619,4.89691,5.42117,1.09458,1697.03,1550.39,0,0,0.5796,0.529517,0,Eu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8239,OTAWIR_clean,8.76686,5.54904,8.76285,0.758956,2118.77,2791.7,0,0,0.6858,0.90361,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8240,OTAXOX_clean,5.66244,2.97964,5.65648,1.37084,0,0,751.62,548.291,0.462,0.33702,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8241,OTAZUG_clean,9.67945,7.25078,9.67945,0.729359,1947.61,2670.31,0,0,0.6914,0.947956,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8242,OTEBAS_clean,10.01734,6.91795,10.01734,0.774637,1852.61,2391.59,70.4683,90.9694,0.6748,0.871117,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8243,OTEBEW_clean,10.00205,6.39838,8.17579,0.757139,1782.92,2354.81,12.6734,16.7385,0.6556,0.865891,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8244,OTEBIA_clean,10.04155,6.21258,10.02657,0.717398,1938.27,2701.81,0,0,0.6888,0.960137,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8245,OTEBOG_clean,9.56437,5.15066,9.12076,0.705202,2302.1,3264.45,0,0,0.6986,0.990638,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8246,OTECAT_clean,10.77761,8.01894,10.77717,0.584808,2035.46,3480.57,0,0,0.7422,1.26913,0,Al,Yes,Al,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8247,OTECEX_clean,9.91034,8.04863,9.90572,0.591067,2040.9,3452.91,0,0,0.739,1.25028,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8248,OTECIB_clean,9.94718,6.74728,8.74652,0.758346,1925.23,2538.72,0,0,0.6686,0.881656,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8249,OTECOH_clean,7.63362,5.96659,7.63139,0.922743,1833.42,1986.92,0,0,0.5892,0.638531,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8250,OTECUN_clean,9.44006,6.13173,8.55382,0.732616,2118.07,2891.1,0,0,0.6866,0.937189,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8251,OTEDAU_clean,10.07919,7.26082,10.07619,0.670169,1971.48,2941.77,0,0,0.6922,1.03287,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8252,OTEDEY_clean,8.9727,4.97975,8.9727,0.708807,2092.59,2952.27,0,0,0.6814,0.961334,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8253,OTEDIC_clean,7.6053,4.96925,7.6004,0.933841,1835.33,1965.35,0,0,0.6026,0.645292,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8254,OTEDOI_clean,9.94362,8.17117,9.89787,0.587212,2058.51,3505.56,0,0,0.7402,1.26053,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8255,OTEDUO_clean,9.96752,8.27684,9.96541,0.566455,2095.06,3698.55,0,0,0.7384,1.30355,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8256,OTEFAW_clean,9.04598,5.94144,9.04147,0.729157,2071.76,2841.31,0,0,0.6882,0.943829,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8257,OTEFEA_clean,10.39499,6.83285,8.75262,0.786842,2022.26,2570.1,0,0,0.678,0.861672,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8258,OTEFIE_clean,10.07361,6.73986,8.41178,0.745555,1796.93,2410.19,9.0267,12.1074,0.653,0.875858,0,Al,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8260,OTEGOL_clean,7.37719,7.26462,7.37719,1.32308,1646.53,1244.47,0,0,0.6078,0.459383,0,In,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8259,OTEGOL01_clean,7.38052,7.20377,7.38052,1.33314,1635.78,1227.02,0,0,0.6112,0.458467,0,In,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8261,OTEGUR_clean,7.28809,7.1769,7.28809,1.35972,1613.99,1187,0,0,0.5986,0.440239,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8262,OTEHAY_clean,7.22049,7.09442,7.20844,1.32207,1634.16,1236.06,0,0,0.6156,0.465632,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8264,OTIBUQ_clean,7.49622,5.20769,7.4368,0.82052,1944.83,2370.25,0,0,0.6366,0.775849,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8266,OTIJAE_clean,7.04903,4.97186,7.04895,1.01719,2261.56,2223.34,0,0,0.6676,0.65632,0,"Cr,Mn",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8267,OTIPAK_clean,5.73499,5.10341,5.72616,1.20537,1243.12,1031.31,0,0,0.5414,0.449155,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8269,OTIPUE_clean,4.56896,3.82437,4.54982,1.42368,625.25,439.178,0,0,0.419,0.294307,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8270,OTIQAL_clean,5.97222,5.38811,5.95841,1.10964,1272.64,1146.9,0,0,0.5134,0.462673,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8271,OTIQEP_clean,4.58851,2.58962,4.12659,1.40946,0,0,451.065,320.027,0.4198,0.297844,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8272,OTODEI_clean,4.84074,4.45864,4.84074,1.17554,1203.72,1023.97,0,0,0.5354,0.45545,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8273,OTODIM_clean,4.28775,2.92748,3.97402,1.31806,0,0,315,238.987,0.4786,0.363109,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8274,OTODOS_clean,5.33134,5.0692,5.30094,1.13572,1496.22,1317.43,0,0,0.5556,0.489207,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8275,OTOLIU_clean,6.25402,4.56727,6.25402,0.748874,3565.69,4761.4,0,0,0.7372,0.984411,0,Ti,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8277,OTOVAW_clean,4.51109,3.41338,4.48101,1.61175,574.481,356.434,0,0,0.423,0.262448,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8278,OTOVIE_clean,5.10968,4.35413,5.09224,1.37878,906.647,657.571,0,0,0.4582,0.332323,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8280,OTOYUT_clean,6.74306,5.75371,6.74306,0.976347,2190.17,2243.23,0,0,0.6418,0.657348,0,Co,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
8281,OTOZAA_clean,6.85219,5.8161,6.82993,0.945875,2241.09,2369.33,0,0,0.6656,0.703687,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8282,OTOZEE_clean,6.95821,6.02786,6.95821,0.99929,2053.52,2054.98,0,0,0.628,0.628446,0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
8283,OTOZII_clean,6.49397,4.91046,6.49234,0.80813,2329.69,2882.82,0,0,0.6602,0.816948,0,Co,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8284,OTOZOO_clean,6.19639,4.4456,6.19108,0.86834,2330.68,2684.06,0,0,0.646,0.743948,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8285,OTUDEO_clean,11.1719,10.22736,11.1719,0.861706,1688.22,1959.16,0,0,0.6512,0.75571,0,"Na,Mn,K",Yes,K,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8286,OTUDIS_clean,11.15528,10.21239,11.15528,0.865137,1694.91,1959.13,0,0,0.6454,0.746009,0,"Na,Mn,K",Yes,K,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8287,OTUXUX_clean,4.86145,3.74941,4.84403,1.24376,901.8,725.062,0,0,0.4716,0.379174,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8288,OTUYEJ_clean,6.23847,3.92545,6.16497,1.66734,1557.5,934.127,0,0,0.5496,0.329627,0.000239904,"As,Mn",Yes,As,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8290,OVEDAW_clean,14.39297,11.63509,13.75062,0.650011,1976.09,3040.09,0,0,0.8048,1.23813,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8291,OVEDEA_clean,11.98894,8.18133,11.67827,0.771897,2090.98,2708.89,0,0,0.746,0.966451,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8293,OVEDUP_clean,6.79372,3.96481,6.4239,1.03986,1508.41,1450.59,0,0,0.5614,0.53988,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8294,OVEHUT_clean,6.55703,4.29128,6.55703,1.17548,2147.07,1826.55,0,0,0.6548,0.557051,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8295,OVEJIJ_clean,6.31656,4.24661,6.2524,1.60097,1225.59,765.53,134.792,84.1937,0.5422,0.33867,0,V,Yes,V,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8296,OVEXOD_clean,5.7329,3.62145,5.72476,1.46061,416.232,284.972,0,0,0.379,0.259481,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8297,OVICUS_clean,5.87924,5.2518,5.87924,1.52853,828.26,541.866,0,0,0.4388,0.287073,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8302,OVIZID_clean,5.3844,4.07127,5.3844,1.26325,906.56,717.64,0,0,0.4818,0.381397,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8304,OVIZUP_clean,4.04292,2.94858,4.03909,1.39082,0,0,155.154,111.556,0.4402,0.316505,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8305,OVOKOB_clean,20.21827,19.16342,20.21827,0.699782,1379.38,1971.15,0,0,0.7616,1.08834,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8306,OVUCOY_clean,6.51812,4.71987,6.51261,2.41124,1158.77,480.568,0,0,0.5524,0.229094,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8307,OVUDAL_clean,7.09169,4.92914,7.08099,2.29972,1368.63,595.127,0,0,0.5708,0.248204,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8308,OVUNIE_clean,17.87028,17.2642,17.87028,0.918444,1449.03,1577.71,0,0,0.7722,0.84077,0,Mn,Yes,Mn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
8309,OVUVIL_clean,7.08548,5.40816,7.07157,1.2293,1842.78,1499.05,0,0,0.602,0.48971,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8310,OWAVIS_clean,9.58182,5.9765,9.29598,0.840674,2344.57,2788.91,0,0,0.7226,0.859548,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8311,OWAVOY_clean,8.02011,4.26959,8.02011,1.00925,2055.28,2036.44,0,0,0.642,0.636114,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8312,OWETIU_clean,6.92899,4.15657,6.92674,3.31737,1014.79,305.901,78.2458,23.5867,0.4912,0.148069,0,"W,Ag",Yes,"W,Ag",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8313,OWEYOF_clean,6.37079,4.45129,6.36918,1.04803,1419.15,1354.11,0,0,0.5498,0.524602,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8314,OWIFAD_clean,9.21979,6.59559,9.19706,0.896738,2247.58,2506.39,0,0,0.771,0.859783,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8315,OWIHEJ_clean,7.35052,7.17386,7.35052,1.33314,1629.69,1222.45,0,0,0.6108,0.458167,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8316,OWIHIN_clean,7.33344,7.17038,7.33344,1.33826,1633.23,1220.41,0,0,0.6104,0.456115,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8317,OWIHOT_clean,7.42387,7.28396,7.42387,1.32488,1634.57,1233.75,0,0,0.6134,0.462986,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8318,OWIHUZ_clean,7.37728,7.20219,7.37728,1.32559,1638.53,1236.07,0,0,0.613,0.462436,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8319,OWIJAH_clean,7.38305,7.21509,7.38305,1.32603,1628.6,1228.17,0,0,0.6114,0.461074,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8320,OWIJEL_clean,7.46814,7.33893,7.46814,1.32685,1640.34,1236.26,0,0,0.612,0.461241,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8321,OWIJIP_clean,7.46558,7.33479,7.46558,1.3287,1650.48,1242.18,0,0,0.6126,0.461053,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8322,OWIJOV_clean,7.41619,7.28781,7.41619,1.32565,1655.33,1248.7,0,0,0.6148,0.463773,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8323,OWIKAI_clean,3.60224,2.65234,3.60224,2.2573,0,0,24.348,10.7864,0.3168,0.140345,0,"Ni,Nb",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8324,OWILAJ_clean,8.92733,6.71409,8.92733,0.968913,1708.71,1763.53,0,0,0.6184,0.638241,0.000412834,"Rh,Zr",Yes,"Rh,Zr",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8325,OWITAQ_clean,7.59359,5.36222,7.59359,0.65587,3048.76,4648.41,0,0,0.7792,1.18804,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8326,OWITEU_clean,7.56114,5.31863,7.56114,0.642286,3050.45,4749.36,0,0,0.7746,1.206,0,Co,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8327,OWITIY_clean,7.66208,5.80995,7.65993,0.594982,2973.72,4997.99,0,0,0.775,1.30256,0,Mn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8328,OWITOE_clean,7.52136,5.28621,7.52136,0.654147,3100.12,4739.17,0,0,0.7742,1.18353,0,Ni,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8329,OWITUK_clean,7.5611,5.31936,7.5611,0.643692,3089.76,4800.06,0,0,0.7738,1.20213,0,Fe,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8330,OWIVAS_clean,7.56223,5.34312,7.56223,0.660391,3056.05,4627.64,0,0,0.7828,1.18536,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8331,OWIVEW_clean,6.90505,4.44241,6.89724,0.826737,2998.63,3627.06,0,0,0.729,0.88178,0,Mn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8332,OWIYUP_clean,8.24396,6.91953,8.2349,0.925347,1653.05,1786.41,0,0,0.6152,0.664832,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8333,OWIZAW_clean,14.23644,11.75665,14.23644,0.378656,1891.92,4996.41,0,0,0.8398,2.21785,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8334,OWOQIB_clean,7.96446,3.48493,7.96446,1.54671,1578.37,1020.47,0,0,0.544,0.351715,0,"Nd,Co",No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8335,OWOQOH_clean,7.81315,3.33811,7.81315,1.60093,1462.97,913.829,0,0,0.5364,0.335056,0,"Gd,Co",Yes,Gd,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8336,OWUHEV_clean,5.8701,4.20097,5.83726,1.20807,698.703,578.363,322.722,267.138,0.4872,0.403288,0,Co,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
8337,OWUHOF_clean,4.75469,2.59555,4.52762,1.27968,0,0,664.475,519.25,0.4754,0.371499,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8338,OWUJIB_clean,4.40092,2.42813,4.36795,1.36193,0,0,429.922,315.671,0.4664,0.342455,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8339,OWUWOU_clean,5.606,4.2786,5.606,1.14741,1253.9,1092.81,0,0,0.529,0.461039,0,"Cd,Fe",Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8340,OWUWUA_clean,5.57616,4.37097,5.56477,1.14473,1062.1,927.816,0,0,0.5102,0.445693,0,"Na,Fe,Zn",Yes,"Na,Zn",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8341,OXALAB_clean,7.26534,5.19998,7.26225,0.828762,2095.62,2528.62,0,0,0.6488,0.782855,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8342,OXALEF_clean,7.18754,5.18545,7.18754,0.839237,2049.14,2441.67,0,0,0.6438,0.767126,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8344,OXALOP_clean,5.88824,4.43891,5.88824,1.02509,1694.61,1653.14,0.780383,0.761286,0.599,0.584341,0,Y,Yes,Y,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8346,OXAMEG_clean,5.69878,4.15176,5.69426,1.30487,1528.5,1171.39,0,0,0.5762,0.441578,0,Dy,Yes,Dy,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8348,OXANOR_clean,6.07888,4.64465,6.07888,1.08032,1892.14,1751.47,0,0,0.5974,0.552986,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8349,OXANUX_clean,5.94515,4.53193,5.92516,1.09636,1861.76,1698.12,0,0,0.586,0.534494,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8350,OXAPAF_clean,5.78823,4.71087,5.78381,1.11325,1842.99,1655.5,0,0,0.5886,0.52872,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8352,OXAZIX_clean,3.78624,2.69047,3.74913,1.71887,0,0,361.086,210.071,0.5042,0.293332,0,Pr,Yes,Pr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8353,OXEVOE_clean,5.9996,4.29075,5.9996,1.32095,787.004,595.785,77.213,58.4525,0.5,0.378515,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8354,OXITOF_clean,6.28705,5.508,6.2848,1.24834,1230.37,985.608,0,0,0.5144,0.412068,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
8356,OXOLET_clean,17.90821,11.73569,17.906,0.738697,1318.84,1785.37,78.1854,105.842,0.713,0.965213,0.000270747,Zr,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
