,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,
414,ATICEL_clean,4.9438,3.91943,4.9438,1.60993,940.703,584.311,0,0,0.4708,0.292434,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
416,ATIRUS_clean,4.46122,3.66446,4.46122,2.04969,327.839,159.946,0,0,0.4254,0.207544,0,Tb,Yes,Tb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
417,ATIXAE_clean,6.03489,5.11879,6.02804,1.08037,1988.86,1840.92,0,0,0.5946,0.550369,0,Tb,Yes,Tb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
418,ATIXUX_clean,4.75983,4.08689,4.75983,1.55048,933.775,602.248,10.5817,6.82478,0.5034,0.324673,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
419,ATOBIW_clean,7.08528,5.06381,7.08017,1.11276,1165.29,1047.21,0,0,0.533,0.478989,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
420,ATOBOC_clean,4.10394,2.71568,4.10207,1.44965,0,0,307.92,212.41,0.4132,0.285035,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
421,ATOGEV_clean,5.55487,4.3075,5.55487,1.61783,1414.83,874.522,0,0,0.6026,0.372475,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
422,ATOTIM_clean,13.98201,13.70774,13.96415,0.861631,1462.91,1697.84,0,0,0.6828,0.792451,0,V,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
423,ATOWIQ_clean,9.54888,7.69493,9.54888,0.866747,1781.33,2055.19,0,0,0.6812,0.785928,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
424,ATOWOW_clean,9.60606,7.73922,9.60387,0.865497,1776.39,2052.45,0,0,0.6816,0.787524,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
425,ATOXAJ_clean,4.64207,3.35259,4.36727,1.39547,832.332,596.452,0,0,0.46,0.329637,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
426,ATOXEN_clean,4.55968,3.64615,4.5327,1.32471,448.54,338.596,2.98507,2.25338,0.4716,0.356003,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
427,ATULIM_clean,4.7399,4.20115,4.72096,1.75805,590.761,336.032,0,0,0.3948,0.224567,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
428,ATURIS_clean,9.42302,7.17951,9.42302,0.556224,2442.91,4391.96,0,0,0.7926,1.42497,0,In,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
429,ATUXIY_clean,5.42434,3.78722,5.41357,1.56042,1520.84,974.637,0,0,0.5342,0.342345,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
433,ATUZEW_clean,10.5847,3.84767,10.5847,0.968927,2122.87,2190.95,0,0,0.6504,0.671258,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
434,AVAGIP_clean,4.84155,4.68679,4.83529,1.40449,799.444,569.206,0,0,0.4578,0.325955,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
435,AVAGOV_clean,4.8139,4.57423,4.8139,1.40471,790.723,562.91,0,0,0.4598,0.327328,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
437,AVAJUE_clean,37.52571,19.54108,37.52571,0.164116,999.284,6088.87,0,0,0.9304,5.66915,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
438,AVAKAL_clean,26.25291,12.57512,26.25291,0.207415,1259.45,6072.13,0,0,0.913,4.40181,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
439,AVAKEP_clean,25.17564,12.49369,25.17564,0.244994,1420.93,5799.87,0,0,0.8902,3.63356,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
440,AVAKIT_clean,24.85817,11.74477,24.85673,0.341138,1576.98,4622.72,0,0,0.8774,2.57198,0,Cu,Yes,Cu,clean,Y,Y,N,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
441,AVAKOZ_clean,25.30833,7.92242,17.6803,0.389041,1712.48,4401.8,0,0,0.8514,2.18846,0,Cu,Yes,Cu,clean,Y,Y,N,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
442,AVALEO_clean,3.5827,2.67831,3.53096,1.45932,0,0,13.0526,8.94432,0.4134,0.283282,0,Gd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
445,AVEHAM_clean,4.51878,3.91316,4.51878,1.20992,526.263,434.955,0,0,0.4704,0.388785,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
446,AVELOD_clean,8.08398,4.98141,8.08398,0.915242,1686.35,1842.51,0,0,0.6036,0.659498,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
447,AVELUJ_clean,8.10638,4.88927,8.10638,0.902679,1696.47,1879.38,0,0,0.605,0.670227,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
448,AVEMAQ_clean,7.89565,4.97897,7.87662,0.907269,1685.58,1857.86,0,0,0.6116,0.674111,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
449,AVEMEU_clean,6.61027,6.23183,6.61027,1.92553,1204.57,625.581,0,0,0.4176,0.216876,0,Sr,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
451,AVEQID_clean,7.54994,6.22752,7.22874,0.801255,2259.4,2819.83,0,0,0.702,0.876126,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
452,AVEROJ_clean,7.02712,6.81539,7.02712,1.69759,1573.72,927.034,0,0,0.5918,0.348612,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
453,AVERUP_clean,5.85569,2.96583,4.47724,2.11843,0,0,536.613,253.306,0.475,0.224222,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
454,AVESAW_clean,4.33245,2.46317,3.59191,2.03317,0,0,234.942,115.554,0.4518,0.222214,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
455,AVESOL_clean,5.87217,4.28231,5.84929,0.954537,2386.36,2500.02,0,0,0.6616,0.693111,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
456,AVESUR_clean,6.33732,4.06042,6.33561,1.18458,2288.74,1932.12,0,0,0.6222,0.525251,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
457,AVETAY_clean,5.64584,4.05596,5.63489,1.01371,1738.43,1714.92,0.32856,0.324118,0.6096,0.601358,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
458,AVETEC_clean,5.69318,3.49916,5.67679,1.19478,1755.51,1469.31,2.63176,2.20271,0.6268,0.524615,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
460,AVEVEE_clean,4.17515,3.43562,4.17515,1.60472,795.582,495.775,0,0,0.4962,0.309212,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
461,AVIHIY_clean,6.88379,6.45442,6.88379,1.62124,1571.08,969.06,0,0,0.5722,0.35294,0,Ho,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
462,AVIHOE_clean,6.82367,6.45553,6.82367,1.66276,1569.85,944.123,0,0,0.5622,0.338112,0,Tm,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
463,AVILEY_clean,25.42698,10.76844,22.57889,0.654082,1604.18,2452.57,0,0,0.8422,1.28761,0,"Ir,Hf",Yes,Hf,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
464,AVIMIC_clean,5.83174,5.68454,5.8285,1.51867,600.182,395.202,0,0,0.4036,0.265759,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
465,AVIMOI_clean,5.73292,4.38571,5.54624,1.22616,1137.64,927.807,0,0,0.5176,0.422132,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
466,AVIMUO_clean,5.70679,3.6399,5.68672,1.24095,795.076,640.701,0.0545715,0.0439757,0.4934,0.397599,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
467,AVIPAX_clean,7.26399,5.25081,7.26386,0.96381,1855.66,1925.33,0,0,0.5882,0.610286,0,Mg,Yes,Mg,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
469,AVITUU_clean,11.69294,6.93274,11.69294,0.710904,1782.6,2507.52,25.4741,35.8333,0.6994,0.983817,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
470,AVIVAC_clean,11.84006,7.39815,11.84006,0.73653,1721.91,2337.87,62.4247,84.7552,0.713,0.968053,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
471,AVIVEG_clean,11.84801,7.36492,11.84801,0.733043,1723.96,2351.79,66.007,90.0452,0.716,0.97675,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
472,AVIVIK_clean,11.79938,6.70311,11.79938,0.734288,1705.89,2323.19,141.576,192.807,0.7142,0.972643,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
473,AVIVOQ_clean,11.94166,7.13512,11.94166,0.709142,1885.38,2658.68,0,0,0.7218,1.01785,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
474,AVIVUW_clean,12.04076,6.91892,12.04076,0.729779,1690.09,2315.89,127.81,175.136,0.7162,0.981393,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
477,AVUCEA_clean,10.64181,4.52481,5.22943,0.89363,2280.68,2552.15,0,0,0.6776,0.758256,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
478,AVUDAX_clean,5.88567,3.71625,5.47513,0.998153,1603.89,1606.86,0,0,0.5746,0.575663,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
479,AVUHIJ_clean,3.85535,2.975,3.77304,1.36097,0,0,86.1445,63.2966,0.4122,0.302873,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
483,AWAGOV_clean,8.03493,4.40002,8.02722,1.14872,740.321,644.475,67.7082,58.9423,0.4848,0.422035,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
485,AWAHEM_clean,7.6574,4.85724,7.65488,2.1582,1774.85,822.374,0,0,0.6144,0.284682,0,"Mn,U",Yes,"Mn,U",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
486,AWAJIT_clean,5.17601,2.96369,5.14098,1.35864,0,0,482.657,355.251,0.4418,0.325179,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
487,AWAKEQ_clean,5.66517,3.68033,5.65855,1.19573,631.039,527.745,0,0,0.5032,0.420832,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
488,AWAREV_clean,4.9083,4.51433,4.9083,1.8749,727.007,387.757,0,0,0.456,0.243213,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
491,AWASAU_clean,4.69319,4.39635,4.67513,2.36864,953.131,402.396,0,0,0.479,0.202226,0,"Pr,Cu",Yes,"Pr,Cu",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
492,AWASEY_clean,12.05091,7.26209,12.03698,1.15771,1906.22,1646.54,0,0,0.7186,0.620707,0,"Pr,Cu,K",Yes,"Pr,Cu,K",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
494,AWAWUR_clean,9.42427,4.27216,9.42427,0.982453,1582.3,1610.56,0,0,0.6066,0.617434,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
498,AWEGEP_clean,6.08144,3.63724,6.07038,2.1577,1410.66,653.78,0,0,0.573,0.265561,0,"Cs,U",Yes,"Cs,U",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
499,AWEJES_clean,9.0974,7.20812,9.09543,1.24068,1280.7,1032.26,0,0,0.562,0.452979,0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
500,AWEJIW_clean,10.88001,10.50387,10.88001,1.19375,1315.8,1102.24,0,0,0.6004,0.502953,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
501,AWENAT_clean,8.40904,7.88535,8.40638,0.999021,1775.9,1777.64,0,0,0.607,0.607595,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
502,AWEVIJ_clean,10.6197,8.65931,10.61387,0.747212,1607.37,2151.16,0,0,0.6408,0.857588,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
503,AWEWOP_clean,9.66818,6.8565,9.66161,1.11027,1532.43,1380.24,0,0,0.5908,0.532125,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
504,AWEXOR_clean,6.82031,5.9875,6.8128,1.17466,1068.45,909.584,0,0,0.5078,0.432297,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
505,AWEXUX_clean,6.83308,6.12106,6.83308,1.18929,1052.76,885.204,0,0,0.5126,0.431015,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
506,AWEYAE_clean,6.57416,5.03625,6.57416,1.28148,887.638,692.666,0,0,0.4656,0.363329,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
508,AWEZOS_clean,5.8274,3.41984,5.8274,1.53516,283.608,184.741,30.6343,19.9551,0.4216,0.274629,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
507,AWEZOS01_clean,5.84706,3.42755,5.84706,1.53516,287.064,186.993,30.7793,20.0495,0.4222,0.27502,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
509,AWIBAK_clean,5.84822,3.40416,5.84822,1.53516,287.757,187.444,30.381,19.7901,0.4208,0.274108,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
510,AWIBAL_clean,4.9496,4.4506,4.9496,1.68807,1040.45,616.352,0,0,0.482,0.285533,0,Lu,Yes,Lu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
511,AWIBEO_clean,5.87793,3.52185,5.87695,1.56801,309.299,197.256,17.3334,11.0544,0.4132,0.263519,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
512,AWIBIS_clean,5.87895,3.53481,5.87895,1.56101,324.784,208.06,18.8769,12.0927,0.4176,0.267519,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
515,AWOKED_clean,4.16243,2.78956,4.13231,1.96571,0,0,192.187,97.77,0.4238,0.215596,0,"Ag,Sm",Yes,"Ag,Sm",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
516,AWUNOX_clean,18.44931,9.28498,16.50109,0.362432,1767.63,4877.13,0,0,0.8494,2.34361,0,"In,Fe",No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
517,AWUNUD_clean,17.2872,8.80996,17.2872,0.383391,1836.9,4791.21,0,0,0.842,2.19619,0,"In,Mn",No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
518,AWUPAL_clean,18.42063,9.23563,18.42063,0.348553,1743.14,5001.08,0,0,0.8538,2.44956,0,"In,Fe",Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
519,AWUPOZ_clean,18.42385,9.2554,18.42385,0.353418,1737.36,4915.87,0,0,0.8534,2.41471,0,"In,Mn",Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
520,AWUVIZ_clean,10.02556,7.50516,10.02556,0.900655,2254.92,2503.64,0,0,0.7356,0.816739,0,Zn,Yes,Zn,clean,Y,Y,N,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
521,AXAFAG_clean,6.59817,6.13172,6.59498,2.82524,1689.3,597.93,0,0,0.606,0.214495,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
522,AXAQAT_clean,3.7148,2.67421,3.70703,2.23963,0,0,62.5697,27.9375,0.4054,0.181012,0,"Ag,Fe",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
524,AXICOB_clean,9.68612,9.39764,9.68612,1.03773,1167.34,1124.9,0,0,0.5868,0.565465,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
525,AXIGAR_clean,6.07916,3.82644,6.07805,0.772367,2511.2,3251.3,0,0,0.6878,0.890509,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
526,AXIMUP_clean,8.06476,5.62993,7.88344,0.749362,2380.21,3176.31,0,0,0.7064,0.942669,0,La,Yes,La,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
528,AXINAX_clean,19.26045,15.71248,19.26045,0.424639,1405.73,3310.41,0,0,0.8372,1.97156,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
527,AXINAX01_clean,19.47488,13.27772,19.47462,0.402001,1509.07,3753.89,0,0,0.8346,2.07611,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
529,AXINEA_clean,5.37744,3.53202,5.37744,1.38918,653.213,470.214,0,0,0.4478,0.322348,0,La,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
530,AXINIF_clean,9.6188,8.65235,9.60052,0.750661,2213.56,2948.81,0,0,0.6692,0.891481,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
534,AXIPEE_clean,6.41608,3.94175,6.40902,1.68088,1551.99,923.32,0,0,0.574,0.341488,0,"Au,Fe",Yes,Au,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
531,AXIPEE01_clean,6.81111,4.3641,6.75959,1.50078,1988.24,1324.81,0,0,0.6082,0.405257,0,"Au,Fe",Yes,Au,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
532,AXIPEE02_clean,6.48792,4.04495,6.46524,1.63435,1656.81,1013.74,0,0,0.5904,0.361245,0,"Au,Fe",Yes,Au,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
533,AXIPEE03_clean,6.5428,4.0805,6.53621,1.61298,1706.94,1058.25,0,0,0.59,0.365782,0,"Au,Fe",Yes,Au,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
537,AXOHIE_clean,5.69113,3.08506,5.69113,1.29178,0,0,572.793,443.412,0.4778,0.369876,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
539,AXUBOL_clean,7.85983,4.2994,7.19513,1.05112,1083.88,1031.17,529.841,504.074,0.6054,0.575959,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
540,AXUDII04_clean,4.552,2.63506,4.552,1.11981,0,0,568.855,507.993,0.4774,0.426322,0,"K,Co",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
541,AXUHAD_clean,9.91084,4.94321,9.90364,0.792408,1603.43,2023.49,0,0,0.6302,0.795297,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
542,AXUHEH_clean,7.21454,5.63203,7.19196,1.06453,1024.66,962.545,0,0,0.4958,0.465746,0,"Na,Co",Yes,"Na,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
543,AXUHIL_clean,5.52712,3.3542,5.48282,1.22986,853.186,693.728,0,0,0.5008,0.407202,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
545,AXUKUB_clean,11.74827,7.33698,11.05331,0.9638,1985.93,2060.52,0,0,0.7128,0.739573,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
546,AXULAI_clean,12.50781,11.51164,12.50781,0.899872,1801.13,2001.54,0,0,0.7238,0.804337,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
547,AXULEM_clean,12.20276,11.17828,12.20276,0.934439,1786.36,1911.69,0,0,0.7158,0.766021,0,Cd,Yes,Cd,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
551,AYOQEM_clean,12.16451,6.87343,12.16451,0.774775,2322.28,2997.35,0,0,0.7066,0.912006,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
552,AYOXUJ_clean,6.31092,5.4451,6.31092,1.11362,828.348,743.833,0,0,0.4926,0.442341,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
553,AYOYEU_clean,4.82669,3.2469,4.82669,1.28934,0,0,634.633,492.215,0.4344,0.336917,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
555,AYUJIP_clean,12.69936,7.89199,12.69936,1.08786,1666.19,1531.63,0,0,0.6204,0.570296,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
556,AYUPOZ_clean,4.01743,3.16861,3.98996,1.82543,0,0,467.696,256.211,0.5504,0.301518,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
557,AYUWUM_clean,4.54144,3.13863,4.54144,1.25983,0,0,541.986,430.206,0.4246,0.33703,0,Na,Yes,Na,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
558,AZAFIS_clean,4.56554,4.01347,4.56554,1.5219,1198.03,787.192,0,0,0.5324,0.349826,0,Ca,Yes,Ca,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
564,AZEWEH_clean,4.13891,3.52594,4.05476,2.44574,369.977,151.274,133.125,54.4315,0.4542,0.185711,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
565,AZIHOI_clean,9.24101,4.05867,9.19527,1.29968,1246.55,959.121,0,0,0.52,0.400099,0,Co,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
567,AZILEC_clean,6.00977,3.33344,6.00977,1.22585,848.922,692.515,0,0,0.4804,0.39189,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
568,AZIMIH_clean,4.50158,3.25724,4.48514,1.45246,0,0,974.247,670.754,0.5414,0.372746,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
569,AZIVAI_clean,7.0547,5.80911,7.0547,0.682418,2610.44,3825.28,0,0,0.715,1.04774,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
572,AZOHEC_clean,4.77676,3.3276,4.59302,1.48092,831.253,561.309,0,0,0.527,0.35586,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
573,BABREE_clean,12.92538,6.29785,12.92538,0.898119,2356.63,2623.96,0,0,0.6828,0.760255,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
574,BABRII_clean,16.97086,10.91918,16.97086,0.437369,1879.38,4297.01,0,0,0.8598,1.96585,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
575,BACGAQ_clean,5.16583,4.20229,5.16583,1.16624,909.575,779.923,0,0,0.5142,0.440905,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
577,BACMOH_clean,3.80267,3.23476,3.7954,1.46145,0,0,261.436,178.888,0.4694,0.321188,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
576,BACMOH10_clean,3.65898,3.18288,3.65898,1.51372,0,0,138.594,91.5585,0.437,0.288693,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
578,BADHIA_clean,4.01973,3.00401,3.79822,1.23442,0,0,175.187,141.918,0.5186,0.420115,0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
579,BADHOG_clean,4.02045,2.99403,3.87478,1.24012,0,0,175.33,141.381,0.5174,0.417217,0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
581,BADHUM_clean,4.02685,2.97037,3.56285,1.24704,0,0,171.297,137.363,0.5148,0.412818,0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
580,BADHUM01_clean,3.74769,2.58193,3.73654,1.3573,0,0,40.8897,30.1258,0.4442,0.327269,0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
582,BADJAU_clean,4.09763,2.99488,3.66142,1.2661,0,0,152.398,120.368,0.5032,0.397442,0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
583,BADJIC_clean,3.80162,2.90343,3.80162,1.35655,0,0,63.1802,46.5741,0.4538,0.334525,0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
584,BADXAI_clean,6.25366,4.40633,6.25366,1.71483,758.25,442.172,0,0,0.4118,0.240141,0,Tb,Yes,Tb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
585,BADXUC_clean,10.5886,9.31212,10.5886,0.885545,1836.8,2074.2,0,0,0.6864,0.775116,0,Tb,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
